filename,width,height,class,xmin,ymin,xmax,ymax
Copy of IMG_20200328_140109.jpg,4608,3456,e_waste,1589,1878,3945,3250
Copy of IMG_20200328_140109.jpg,4608,3456,e_waste,228,11,1334,533
Copy of IMG_20200328_140112.jpg,3456,4608,e_waste,38,1361,1531,3347
Copy of IMG_20200328_140112.jpg,3456,4608,e_waste,1838,1432,3456,3482
Copy of IMG_20200328_140112.jpg,3456,4608,e_waste,2495,732,3456,1404
Copy of IMG_20200328_140115.jpg,4608,3456,e_waste,267,861,2578,1839
Copy of IMG_20200328_140115.jpg,4608,3456,e_waste,12,1983,2873,3456
Copy of IMG_20200328_140117.jpg,4608,3456,e_waste,523,5,2884,1122
Copy of IMG_20200328_140117.jpg,4608,3456,e_waste,278,1283,3023,2505
Copy of IMG_20200328_140124.jpg,4608,3456,e_waste,6,583,4608,2094
Copy of IMG_20200328_214915.jpg,6000,8000,e_waste,6,37,6000,6212
Copy of IMG_20200328_214955.jpg,8000,6000,e_waste,165,670,7975,3830
Copy of IMG_20200328_215002.jpg,8000,6000,e_waste,55,1220,8000,4560
Copy of IMG_20200328_215102.jpg,4000,3000,e_waste,444,1099,3411,2442
Copy of IMG_20200328_215107.jpg,3000,4000,e_waste,278,356,2034,3637
Copy of IMG_20200328_215110.jpg,4000,3000,e_waste,25,390,4000,2199
Copy of IMG_20200328_215118.jpg,6000,8000,e_waste,1569,1525,4069,6287
Copy of IMG_20200328_221548.jpg,6000,8000,e_waste,19,25,5756,8000
Copy of IMG_20200328_221604.jpg,6000,8000,e_waste,856,137,5581,3650
Copy of IMG_20200328_221604.jpg,6000,8000,e_waste,1831,4100,4794,8000
Copy of IMG_20200328_221613.jpg,8000,6000,e_waste,75,20,7065,6000
Copy of IMG_20200328_221622.jpg,6000,8000,e_waste,231,12,5869,8000
Copy of IMG_20200328_221651.jpg,6000,8000,e_waste,156,25,6000,8000
Copy of IMG_20200328_221706.jpg,8000,6000,e_waste,465,10,7755,6000
Copy of IMG_20200328_221715.jpg,6000,8000,e_waste,31,37,6000,7700
Copy of IMG_20200328_222043.jpg,8000,6000,e_waste,2115,2010,6555,4160
Copy of IMG_20200328_222053.jpg,8000,6000,e_waste,5,750,8000,4120
Copy of IMG_20200328_222058.jpg,6000,8000,e_waste,19,525,5869,5850
Copy of IMG_20200328_222105.jpg,8000,6000,e_waste,15,1080,7835,3710
Copy of IMG_20200328_222123.jpg,8000,6000,e_waste,335,30,6985,5190
IMG-20200328-WA0024.jpg,1280,960,e_waste,5,2,1280,960
IMG-20200328-WA0025.jpg,1280,960,e_waste,5,2,1280,960
IMG-20200328-WA0026.jpg,1280,960,e_waste,2,9,1280,960
IMG-20200328-WA0027.jpg,1280,960,e_waste,3,1,1280,960
IMG-20200328-WA0028.jpg,1280,960,e_waste,2,1,1280,960
IMG-20200328-WA0029.jpg,1280,960,e_waste,2,3,1280,692
IMG-20200328-WA0030.jpg,640,1280,e_waste,62,55,640,1043
IMG-20200328-WA0031.jpg,640,1280,e_waste,19,127,568,1188
IMG-20200328-WA0032.jpg,640,1280,e_waste,3,6,640,1196
IMG-20200328-WA0033.jpg,640,1280,e_waste,7,35,640,1188
IMG-20200328-WA0034.jpg,640,1280,e_waste,5,18,640,1247
IMG-20200328-WA0037.jpg,640,1280,e_waste,23,63,640,1227
IMG-20200328-WA0039.jpg,640,1280,e_waste,7,90,640,1151
IMG-20200328-WA0040.jpg,640,1280,e_waste,23,73,640,1088
IMG-20200328-WA0041.jpg,640,1280,e_waste,17,286,578,1178
IMG-20200328-WA0042.jpg,640,1280,e_waste,34,167,640,1071
IMG-20200328-WA0043.jpg,640,1280,e_waste,11,135,640,1133
IMG-20200328-WA0044.jpg,640,1280,e_waste,3,200,566,1094
IMG-20200328-WA0045.jpg,640,1280,e_waste,5,2,640,1200
IMG-20200329-WA0066.jpg,1280,720,e_waste,111,53,1143,708
IMG-20200329-WA0067.jpg,720,1280,e_waste,2,310,720,982
IMG-20200329-WA0068.jpg,720,1280,e_waste,45,459,720,969
IMG-20200329-WA0069.jpg,1280,720,e_waste,196,1,1058,680
IMG-20200329-WA0070.jpg,1280,720,e_waste,373,27,1020,719
IMG-20200329-WA0071.jpg,1280,720,e_waste,102,68,957,720
IMG-20200329-WA0072.jpg,720,1280,e_waste,123,2,670,1280
IMG-20200329-WA0073.jpg,1280,720,e_waste,2,130,1133,608
IMG-20200329-WA0074.jpg,720,1280,e_waste,151,227,667,1022
IMG-20200329-WA0075.jpg,1280,720,e_waste,155,109,998,554
IMG-20200329-WA0076.jpg,720,1280,e_waste,131,8,598,953
IMG-20200329-WA0076.jpg,720,1280,e_waste,216,994,494,1249
IMG-20200329-WA0077.jpg,1280,720,e_waste,39,271,1018,648
IMG-20200329-WA0077.jpg,1280,720,e_waste,1036,328,1280,526
IMG-20200329-WA0078.jpg,1280,720,e_waste,181,1,669,353
IMG-20200329-WA0078.jpg,1280,720,e_waste,154,524,643,720
IMG-20200329-WA0078.jpg,1280,720,e_waste,666,591,787,720
IMG_20200328_131159.jpg,2250,4000,e_waste,9,12,2250,2750
IMG_20200328_131230.jpg,2250,4000,e_waste,3,500,2250,2137
IMG_20200328_131236.jpg,2250,4000,e_waste,9,206,2250,2687
IMG_20200328_131300.jpg,2250,4000,e_waste,22,419,2250,2225
IMG_20200328_131316.jpg,2250,4000,e_waste,9,12,2250,3137
IMG_20200328_131322.jpg,2250,4000,e_waste,3,19,2250,2906
IMG_20200328_131329.jpg,2250,4000,e_waste,16,312,2250,2500
IMG_20200328_131506.jpg,2250,4000,e_waste,484,400,1903,3269
IMG_20200328_131510.jpg,4000,2250,e_waste,1054,394,3810,1694
IMG_20200328_215110.jpg,4000,3000,e_waste,11,409,4000,2204
IMG_20200329_142515.jpg,4608,3456,e_waste,1,494,2467,2400
IMG_20200329_142515.jpg,4608,3456,e_waste,2523,750,4608,2522
IMG_20200329_142521.jpg,4608,3456,e_waste,23,733,2539,2000
IMG_20200329_142521.jpg,4608,3456,e_waste,2584,905,4608,2183
IMG_20200329_142525.jpg,4608,3456,e_waste,6,517,2239,1800
IMG_20200329_142525.jpg,4608,3456,e_waste,2073,655,4608,2189
IMG_20200329_142530.jpg,4608,3456,e_waste,117,778,2073,2405
IMG_20200329_142530.jpg,4608,3456,e_waste,1450,33,4300,1978
IMG_20200329_142535.jpg,4608,3456,e_waste,178,644,2906,2055
IMG_20200329_142535.jpg,4608,3456,e_waste,2534,817,4495,1939
IMG_20200329_142542.jpg,4608,3456,e_waste,1,872,2495,2417
IMG_20200329_142542.jpg,4608,3456,e_waste,2467,1055,4608,2594
IMG_20200329_142558.jpg,4608,3456,e_waste,12,850,2206,2600
IMG_20200329_142558.jpg,4608,3456,e_waste,2256,572,4608,2667
IMG_20200329_142612.jpg,4608,3456,e_waste,1228,178,3717,1555
IMG_20200329_142612.jpg,4608,3456,e_waste,1117,1628,4050,3278
IMG_20200329_142615.jpg,3456,4608,e_waste,167,632,3038,2261
IMG_20200329_142615.jpg,3456,4608,e_waste,95,2347,3345,4318
IMG_20200329_142619.jpg,4608,3456,e_waste,206,5,2573,3456
IMG_20200329_142619.jpg,4608,3456,e_waste,2373,5,4562,3061
IMG_20200329_142626.jpg,4608,3456,e_waste,56,250,2423,2922
IMG_20200329_142626.jpg,4608,3456,e_waste,2378,1,4608,2889
IMG_20200329_142649.jpg,4608,3456,e_waste,6,161,2306,2867
IMG_20200329_142649.jpg,4608,3456,e_waste,2489,289,4608,2689
IMG_20200329_142653.jpg,4608,3456,e_waste,12,55,2706,3378
IMG_20200329_142653.jpg,4608,3456,e_waste,2445,594,4273,2667
IMG_20200329_142656.jpg,4608,3456,e_waste,539,11,3234,3322
IMG_20200329_142656.jpg,4608,3456,e_waste,2817,667,4608,2744
IMG_20200329_142704.jpg,3456,4608,e_waste,167,11,2638,2154
IMG_20200329_142704.jpg,3456,4608,e_waste,17,1468,3456,4608
IMG_20200329_142727.jpg,4608,3456,e_waste,1,300,1934,2933
IMG_20200329_142727.jpg,4608,3456,e_waste,2023,322,4550,2822
IMG_20200329_142734.jpg,3456,4608,e_waste,367,268,3181,2439
IMG_20200329_142734.jpg,3456,4608,e_waste,288,2304,3238,4608
IMG_20200329_142737.jpg,4608,3456,e_waste,378,572,2734,2733
IMG_20200329_142737.jpg,4608,3456,e_waste,2612,394,4608,2633
IMG_20200329_142740.jpg,4608,3456,e_waste,339,561,2662,2778
IMG_20200329_142740.jpg,4608,3456,e_waste,2450,305,4595,2528
IMG_20200329_142745.jpg,4608,3456,e_waste,12,194,1989,2883
IMG_20200329_142745.jpg,4608,3456,e_waste,1806,278,4489,2711
IMG_20200329_142751.jpg,4608,3456,e_waste,39,605,1934,3222
IMG_20200329_142751.jpg,4608,3456,e_waste,1895,655,4406,3267
IMG_20200329_142759.jpg,4608,3456,e_waste,39,211,1445,3133
IMG_20200329_142759.jpg,4608,3456,e_waste,1600,5,4256,3250
IMG_20200329_152619.jpg,4608,3456,e_waste,417,728,1950,3144
IMG_20200329_152619.jpg,4608,3456,e_waste,2328,550,3806,3094
IMG_20200329_152622.jpg,4608,3456,e_waste,917,517,2295,2928
IMG_20200329_152622.jpg,4608,3456,e_waste,2428,139,4162,3311
IMG_20200329_152625.jpg,3456,4608,e_waste,495,1704,2995,2889
IMG_20200329_152625.jpg,3456,4608,e_waste,559,604,2631,1497
IMG_20200329_152635.jpg,3456,4608,e_waste,652,1497,2817,2611
IMG_20200329_152635.jpg,3456,4608,e_waste,752,2847,2902,4011
IMG_20200329_152638.jpg,3456,4608,e_waste,717,1018,2831,2018
IMG_20200329_152638.jpg,3456,4608,e_waste,802,2239,3117,3497
IMG_20200329_152642.jpg,3456,4608,e_waste,281,1782,2874,2947
IMG_20200329_152642.jpg,3456,4608,e_waste,652,2968,2688,3782
IMG_20200329_152649.jpg,3456,4608,e_waste,224,354,2995,2904
IMG_20200329_152649.jpg,3456,4608,e_waste,1052,3189,1738,4425
IMG_20200329_152649.jpg,3456,4608,e_waste,1767,3139,2495,4368
IMG_20200329_152654.jpg,3456,4608,e_waste,402,404,3045,2875
IMG_20200329_152654.jpg,3456,4608,e_waste,395,2968,1609,4061
IMG_20200329_152654.jpg,3456,4608,e_waste,1967,3025,3238,3989
IMG_20200329_152659.jpg,4608,3456,e_waste,523,1178,1539,1900
IMG_20200329_152659.jpg,4608,3456,e_waste,467,2183,1595,3383
IMG_20200329_152659.jpg,4608,3456,e_waste,1595,194,4400,2922
IMG_20200329_152704.jpg,4608,3456,e_waste,400,28,2950,2594
IMG_20200329_152704.jpg,4608,3456,e_waste,3128,728,3962,1578
IMG_20200329_152704.jpg,4608,3456,e_waste,3039,1817,4234,2850
IMG_20200329_152708.jpg,4608,3456,e_waste,656,111,2906,3155
IMG_20200329_152708.jpg,4608,3456,e_waste,3034,472,3884,1555
IMG_20200329_152708.jpg,4608,3456,e_waste,2967,1872,3900,2855
IMG_20200329_152720.jpg,3456,4608,e_waste,288,368,2895,2897
IMG_20200329_152720.jpg,3456,4608,e_waste,567,3175,1381,4532
IMG_20200329_152720.jpg,3456,4608,e_waste,2174,3232,2938,4518
IMG_20200329_152730.jpg,3456,4608,e_waste,445,704,3031,2511
IMG_20200329_152730.jpg,3456,4608,e_waste,238,2589,981,3847
IMG_20200329_152730.jpg,3456,4608,e_waste,2638,2597,3352,3789
IMG_20200329_152734.jpg,4608,3456,e_waste,406,1478,1384,2855
IMG_20200329_152734.jpg,4608,3456,e_waste,967,211,3600,1494
IMG_20200329_152734.jpg,4608,3456,e_waste,3350,1589,4378,2850
IMG_20200329_152735.jpg,4608,3456,e_waste,1028,83,3617,1394
IMG_20200329_152735.jpg,4608,3456,e_waste,3362,1478,4389,2728
IMG_20200329_152735.jpg,4608,3456,e_waste,362,1422,1373,2728
IMG_20200329_152752.jpg,4608,3456,e_waste,800,255,2139,1222
IMG_20200329_152752.jpg,4608,3456,e_waste,2645,11,3628,1322
IMG_20200329_152752.jpg,4608,3456,e_waste,839,1633,3323,3305
IMG_20200329_152755.jpg,4608,3456,e_waste,478,261,1778,1155
IMG_20200329_152755.jpg,4608,3456,e_waste,767,1683,1795,2900
IMG_20200329_152755.jpg,4608,3456,e_waste,2062,417,3934,2750
IMG_20200329_152800.jpg,4608,3456,e_waste,317,222,1673,1072
IMG_20200329_152800.jpg,4608,3456,e_waste,400,1528,1628,3067
IMG_20200329_152800.jpg,4608,3456,e_waste,1984,228,4434,3000
IMG_20200329_152804.jpg,4608,3456,e_waste,517,294,2006,1450
IMG_20200329_152804.jpg,4608,3456,e_waste,834,1872,1812,2955
IMG_20200329_152804.jpg,4608,3456,e_waste,2189,711,4556,3261
IMG_20200329_152836.jpg,3456,4608,e_waste,74,1397,1867,2797
IMG_20200329_152836.jpg,3456,4608,e_waste,2,2904,552,3968
IMG_20200329_152836.jpg,3456,4608,e_waste,1952,1618,3456,3725
IMG_20200329_152836.jpg,3456,4608,e_waste,824,3139,1824,3747
IMG_20200329_152840(1).jpg,3456,4608,e_waste,359,75,1609,939
IMG_20200329_152840(1).jpg,3456,4608,e_waste,524,1261,1288,2454
IMG_20200329_152840(1).jpg,3456,4608,e_waste,1795,211,3395,2561
IMG_20200329_152840(1).jpg,3456,4608,e_waste,545,2711,3095,4525
IMG_20200329_152844.jpg,3456,4608,e_waste,17,382,1445,1304
IMG_20200329_152844.jpg,3456,4608,e_waste,345,1718,1188,2818
IMG_20200329_152844.jpg,3456,4608,e_waste,538,2818,2759,4175
IMG_20200329_152844.jpg,3456,4608,e_waste,1688,439,3424,2725
IMG_20200329_152857.jpg,4608,3456,e_waste,389,633,2539,1600
IMG_20200329_152857.jpg,4608,3456,e_waste,34,1733,923,2783
IMG_20200329_152857.jpg,4608,3456,e_waste,1339,1900,2584,2494
IMG_20200329_152857.jpg,4608,3456,e_waste,2573,739,4608,2411
IMG_20200329_152858.jpg,4608,3456,e_waste,328,600,2534,1611
IMG_20200329_152858.jpg,4608,3456,e_waste,12,1728,945,2778
IMG_20200329_152858.jpg,4608,3456,e_waste,1328,1911,2539,2528
IMG_20200329_152858.jpg,4608,3456,e_waste,2528,755,4608,2428
IMG_20200329_201009.jpg,3000,4000,e_waste,284,494,2203,3594
IMG_20200329_201011.jpg,3000,4000,e_waste,353,644,2547,3612
IMG_20200329_201015.jpg,3000,4000,e_waste,709,719,2466,3650
IMG_20200329_201018.jpg,4000,3000,e_waste,216,252,4000,2318
IMG_20200329_201042.jpg,3000,4000,e_waste,266,131,2859,2812
IMG_20200329_201042.jpg,3000,4000,e_waste,1159,3137,2147,3762
IMG_20200329_201047.jpg,3000,4000,e_waste,684,1206,2134,3481
IMG_20200329_201049.jpg,3000,4000,e_waste,534,594,2372,3300
IMG_20200329_201051.jpg,3000,4000,e_waste,559,806,2441,3744
IMG_20200329_201109.jpg,3000,4000,e_waste,909,994,2209,3475
IMG_20200329_201113.jpg,3000,4000,e_waste,884,1150,2191,3081
IMG_20200329_201125.jpg,3000,4000,e_waste,772,69,2759,3919
IMG_20200329_201129.jpg,3000,4000,e_waste,1047,37,2659,4000
IMG_20200329_201131.jpg,4000,3000,e_waste,11,756,4000,2218
abc.jpg,3000,4000,e_waste,247,481,2972,3775
glass10.jpg,512,384,glass,20,243,512,384
glass100.jpg,512,384,glass,6,101,504,321
glass101.jpg,512,384,glass,129,4,479,384
glass102.jpg,512,384,glass,51,87,443,270
glass103.jpg,512,384,glass,144,1,460,384
glass104.jpg,512,384,glass,1,15,498,218
glass105.jpg,512,384,glass,142,76,418,384
glass106.jpg,512,384,glass,129,1,343,367
glass11.jpg,512,384,glass,43,75,463,304
glass111.jpg,512,384,glass,90,14,440,336
glass112.jpg,512,384,glass,38,144,483,384
glass113.jpg,512,384,glass,31,111,484,267
glass114.jpg,512,384,glass,120,57,512,384
glass115.jpg,512,384,glass,175,91,338,227
glass116.jpg,512,384,glass,1,36,415,332
glass117.jpg,512,384,glass,68,1,512,352
glass118.jpg,512,384,glass,1,17,512,253
glass119.jpg,512,384,glass,35,1,388,384
glass12.jpg,512,384,glass,46,60,353,240
glass120.jpg,512,384,glass,224,82,512,384
glass121.jpg,512,384,glass,1,29,512,303
glass126.jpg,512,384,glass,120,1,512,384
glass127.jpg,512,384,glass,196,98,358,249
glass128.jpg,512,384,glass,22,43,512,291
glass129.jpg,512,384,glass,153,1,512,384
glass13.jpg,512,384,glass,60,62,342,317
glass130.jpg,512,384,glass,111,68,512,317
glass131.jpg,512,384,glass,101,1,449,321
glass132.jpg,512,384,glass,148,99,356,280
glass133.jpg,512,384,glass,160,34,512,384
glass138.jpg,512,384,glass,43,28,383,384
glass139.jpg,512,384,glass,1,1,512,384
glass14.jpg,512,384,glass,148,112,388,259
glass140.jpg,512,384,glass,96,84,377,268
glass141.jpg,512,384,glass,1,1,339,384
glass146.jpg,512,384,glass,152,1,415,384
glass147.jpg,512,384,glass,92,53,361,230
glass148.jpg,512,384,glass,17,71,468,384
glass149.jpg,512,384,glass,1,52,512,225
glass15.jpg,512,384,glass,87,101,353,283
glass150.jpg,512,384,glass,25,17,406,351
glass153.jpg,512,384,glass,96,12,402,314
glass154.jpg,512,384,glass,165,1,503,384
glass155.jpg,512,384,glass,61,98,512,374
glass156.jpg,512,384,glass,1,1,512,384
glass157.jpg,512,384,glass,1,1,445,384
glass158.jpg,512,384,glass,143,74,483,384
glass159.jpg,512,384,glass,133,54,393,384
glass16.jpg,512,384,glass,81,45,330,210
glass160.jpg,512,384,glass,110,48,438,341
glass161.jpg,512,384,glass,59,93,400,263
glass162.jpg,512,384,glass,65,60,486,384
glass163.jpg,512,384,glass,1,1,363,355
glass167.jpg,512,384,glass,8,41,362,378
glass168.jpg,512,384,glass,126,29,461,335
glass169.jpg,512,384,glass,125,18,423,348
glass170.jpg,512,384,glass,103,78,345,300
glass171.jpg,512,384,glass,80,68,431,304
glass172.jpg,512,384,glass,147,99,512,297
glass173.jpg,512,384,glass,143,107,388,344
glass174.jpg,512,384,glass,1,1,447,384
glass175.jpg,512,384,glass,140,123,345,308
glass176.jpg,512,384,glass,2,1,512,384
glass177.jpg,512,384,glass,1,64,481,352
glass178.jpg,512,384,glass,104,108,326,237
glass179.jpg,512,384,glass,2,85,477,384
glass180.jpg,512,384,glass,28,104,311,279
glass181.jpg,512,384,glass,1,166,480,317
glass182.jpg,512,384,glass,130,80,310,251
glass183.jpg,512,384,glass,109,96,306,267
glass184.jpg,512,384,glass,110,1,512,364
glass185.jpg,512,384,glass,26,18,483,341
glass187.jpg,512,384,glass,62,93,323,267
glass188.jpg,512,384,glass,102,60,316,305
glass189.jpg,512,384,glass,193,1,512,341
glass190.jpg,512,384,glass,1,71,446,384
glass191.jpg,512,384,glass,96,101,313,262
glass192.jpg,512,384,glass,1,1,512,371
glass193.jpg,512,384,glass,107,61,356,281
glass194.jpg,512,384,glass,55,83,330,255
glass195.jpg,512,384,glass,42,14,427,384
glass196.jpg,512,384,glass,127,11,362,341
glass197.jpg,512,384,glass,188,104,444,384
glass198.jpg,512,384,glass,99,5,411,384
glass199.jpg,512,384,glass,1,1,512,384
glass200.jpg,512,384,glass,29,1,512,384
glass201.jpg,512,384,glass,54,97,512,384
glass202.jpg,512,384,glass,94,29,425,331
glass203.jpg,512,384,glass,94,97,402,291
glass204.jpg,512,384,glass,35,95,325,295
glass205.jpg,512,384,glass,64,18,278,364
glass206.jpg,512,384,glass,50,45,439,358
glass207.jpg,512,384,glass,67,87,408,288
glass208.jpg,512,384,glass,13,53,453,294
glass209.jpg,512,384,glass,33,67,346,231
glass210.jpg,512,384,glass,83,57,382,308
glass211.jpg,512,384,glass,45,72,360,263
glass212.jpg,512,384,glass,123,133,330,300
glass213.jpg,512,384,glass,195,156,322,277
glass214.jpg,512,384,glass,174,54,332,350
glass215.jpg,512,384,glass,120,51,409,318
glass216.jpg,512,384,glass,46,106,372,261
glass219.jpg,512,384,glass,38,1,463,384
glass220.jpg,512,384,glass,67,128,316,254
glass221.jpg,512,384,glass,185,40,360,345
glass222.jpg,512,384,glass,135,110,398,304
glass223.jpg,512,384,glass,146,132,339,267
glass224.jpg,512,384,glass,28,129,333,263
glass225.jpg,512,384,glass,86,94,430,280
glass230.jpg,512,384,glass,78,111,373,264
glass231.jpg,512,384,glass,83,3,270,384
glass232.jpg,512,384,glass,76,67,444,360
glass233.jpg,512,384,glass,144,1,461,222
glass234.jpg,512,384,glass,1,166,235,297
glass235.jpg,512,384,glass,129,125,362,384
glass236.jpg,512,384,glass,85,82,368,290
glass237.jpg,512,384,glass,43,123,326,245
glass238.jpg,512,384,glass,123,1,313,240
glass239.jpg,512,384,glass,208,138,512,284
glass240.jpg,512,384,glass,255,131,512,384
glass241.jpg,512,384,glass,103,178,307,384
glass242.jpg,512,384,glass,243,84,512,266
glass243.jpg,512,384,glass,212,1,462,384
glass244.jpg,512,384,glass,3,113,413,275
glass245.jpg,512,384,glass,70,43,427,340
glass246.jpg,512,384,glass,15,150,315,320
glass247.jpg,512,384,glass,1,105,390,361
glass248.jpg,512,384,glass,42,79,485,316
glass249.jpg,512,384,glass,35,140,432,353
glass250.jpg,512,384,glass,52,118,429,294
glass251.jpg,512,384,glass,45,49,369,301
glass252.jpg,512,384,glass,170,159,355,384
glass253.jpg,512,384,glass,165,117,409,384
glass254.jpg,512,384,glass,20,228,512,384
glass259.jpg,512,384,glass,51,150,387,337
glass260.jpg,512,384,glass,102,99,512,384
glass261.jpg,512,384,glass,76,95,485,384
glass262.jpg,512,384,glass,209,173,399,384
glass263.jpg,512,384,glass,1,142,306,369
glass264.jpg,512,384,glass,99,55,512,384
glass265.jpg,512,384,glass,143,67,438,384
glass266.jpg,512,384,glass,1,170,317,384
glass267.jpg,512,384,glass,13,26,492,242
glass268.jpg,512,384,glass,1,1,418,360
glass269.jpg,512,384,glass,1,41,501,268
glass270.jpg,512,384,glass,126,1,363,370
glass271.jpg,512,384,glass,135,2,372,384
glass272.jpg,512,384,glass,1,68,459,280
glass273.jpg,512,384,glass,114,13,408,384
glass274.jpg,512,384,glass,1,50,388,317
glass275.jpg,512,384,glass,213,1,488,384
glass276.jpg,512,384,glass,187,157,376,384
glass277.jpg,512,384,glass,64,99,512,308
glass278.jpg,512,384,glass,1,1,512,384
glass279.jpg,512,384,glass,1,1,512,306
glass28.jpg,512,384,glass,104,1,429,317
glass280.jpg,512,384,glass,1,1,365,384
glass281.jpg,512,384,glass,212,137,353,264
glass282.jpg,512,384,glass,83,22,408,330
glass283.jpg,512,384,glass,148,89,483,384
glass284.jpg,512,384,glass,143,111,512,384
glass285.jpg,512,384,glass,144,172,443,384
glass286.jpg,512,384,glass,168,50,400,384
glass287.jpg,512,384,glass,2,102,406,384
glass288.jpg,512,384,glass,136,58,336,271
glass289.jpg,512,384,glass,134,61,409,371
glass29.jpg,512,384,glass,109,1,480,384
glass290.jpg,512,384,glass,1,1,350,384
glass291.jpg,512,384,glass,218,1,512,384
glass292.jpg,512,384,glass,210,58,460,384
glass293.jpg,512,384,glass,88,65,512,384
glass294.jpg,512,384,glass,38,32,377,326
glass295.jpg,512,384,glass,83,84,383,343
glass296.jpg,512,384,glass,44,77,417,384
glass297.jpg,512,384,glass,65,54,379,338
glass298.jpg,512,384,glass,117,1,408,214
glass299.jpg,512,384,glass,69,36,512,225
glass30.jpg,512,384,glass,157,76,408,384
glass300.jpg,512,384,glass,198,21,436,384
glass301.jpg,512,384,glass,1,28,512,267
glass302.jpg,512,384,glass,65,1,405,333
glass303.jpg,512,384,glass,32,92,512,297
glass304.jpg,512,384,glass,190,100,380,267
glass305.jpg,512,384,glass,52,107,446,263
glass306.jpg,512,384,glass,39,19,485,260
glass307.jpg,512,384,glass,1,7,361,337
glass308.jpg,512,384,glass,30,1,449,384
glass309.jpg,512,384,glass,99,1,512,384
glass31.jpg,512,384,glass,19,41,425,384
glass310.jpg,512,384,glass,1,103,482,384
glass311.jpg,512,384,glass,15,101,512,345
glass312.jpg,512,384,glass,1,1,402,384
glass313.jpg,512,384,glass,1,10,390,384
glass314.jpg,512,384,glass,1,20,286,328
glass315.jpg,512,384,glass,52,83,460,384
glass316.jpg,512,384,glass,15,1,512,384
glass317.jpg,512,384,glass,8,126,489,274
glass318.jpg,512,384,glass,92,1,512,384
glass319.jpg,512,384,glass,2,96,512,365
glass32.jpg,512,384,glass,146,82,512,384
glass320.jpg,512,384,glass,16,111,448,288
glass321.jpg,512,384,glass,103,1,356,384
glass322.jpg,512,384,glass,59,101,423,384
glass323.jpg,512,384,glass,1,75,307,384
glass324.jpg,512,384,glass,44,27,512,384
glass325.jpg,512,384,glass,109,73,330,264
glass326.jpg,512,384,glass,48,1,512,337
glass327.jpg,512,384,glass,1,67,507,314
glass328.jpg,512,384,glass,160,1,425,384
glass329.jpg,512,384,glass,186,38,432,384
glass33.jpg,512,384,glass,93,14,512,384
glass330.jpg,512,384,glass,155,79,371,384
glass331.jpg,512,384,glass,103,47,418,337
glass332.jpg,512,384,glass,26,6,472,328
glass333.jpg,512,384,glass,186,1,419,371
glass334.jpg,512,384,glass,1,1,512,384
glass335.jpg,512,384,glass,149,75,498,384
glass336.jpg,512,384,glass,57,33,442,310
glass337.jpg,512,384,glass,80,1,320,284
glass338.jpg,512,384,glass,83,98,379,280
glass339.jpg,512,384,glass,192,107,327,243
glass34.jpg,512,384,glass,16,41,468,341
glass340.jpg,512,384,glass,95,1,512,384
glass341.jpg,512,384,glass,102,1,512,341
glass342.jpg,512,384,glass,90,1,486,384
glass343.jpg,512,384,glass,165,47,480,384
glass344.jpg,512,384,glass,192,123,345,258
glass345.jpg,512,384,glass,190,10,444,384
glass346.jpg,512,384,glass,136,1,512,384
glass347.jpg,512,384,glass,3,144,318,384
glass348.jpg,512,384,glass,30,55,479,271
glass349.jpg,512,384,glass,89,158,476,383
glass35.jpg,512,384,glass,13,1,478,370
glass350.jpg,512,384,glass,178,54,512,384
glass351.jpg,512,384,glass,1,1,512,259
glass352.jpg,512,384,glass,83,41,376,384
glass353.jpg,512,384,glass,143,117,382,383
glass354.jpg,512,384,glass,19,105,455,278
glass355.jpg,512,384,glass,104,1,512,298
glass356.jpg,512,384,glass,55,6,435,348
glass357.jpg,512,384,glass,1,1,512,384
glass358.jpg,512,384,glass,201,70,512,369
glass359.jpg,512,384,glass,1,1,512,338
glass36.jpg,512,384,glass,153,107,497,384
glass360.jpg,512,384,glass,53,81,512,273
glass361.jpg,512,384,glass,109,50,446,384
glass362.jpg,512,384,glass,112,45,343,319
glass363.jpg,512,384,glass,22,149,512,325
glass364.jpg,512,384,glass,2,1,512,384
glass365.jpg,512,384,glass,145,1,352,286
glass366.jpg,512,384,glass,230,71,493,384
glass367.jpg,512,384,glass,76,126,512,324
glass368.jpg,512,384,glass,222,41,434,384
glass369.jpg,512,384,glass,62,124,512,380
glass37.jpg,512,384,glass,19,112,493,255
glass370.jpg,512,384,glass,50,90,512,275
glass371.jpg,512,384,glass,91,45,438,384
glass372.jpg,512,384,glass,39,113,429,262
glass373.jpg,512,384,glass,167,1,341,361
glass374.jpg,512,384,glass,1,50,512,304
glass375.jpg,512,384,glass,108,81,512,341
glass376.jpg,512,384,glass,62,105,512,384
glass377.jpg,512,384,glass,32,1,450,384
glass378.jpg,512,384,glass,168,138,502,384
glass379.jpg,512,384,glass,1,1,388,384
glass38.jpg,512,384,glass,68,118,460,384
glass380.jpg,512,384,glass,147,103,341,256
glass381.jpg,512,384,glass,1,9,512,320
glass382.jpg,512,384,glass,199,96,478,381
glass383.jpg,512,384,glass,81,5,482,384
glass384.jpg,512,384,glass,1,70,512,258
glass385.jpg,512,384,glass,126,1,451,384
glass386.jpg,512,384,glass,175,111,512,384
glass387.jpg,512,384,glass,28,47,429,345
glass388.jpg,512,384,glass,184,1,479,384
